order_id,predicted_kpt_old,rider_wait_old,predicted_eta_old,predicted_kpt_new,rider_wait_new,predicted_eta_new,eta_error_old,eta_error_new,kpt_improvement_min,eta_accuracy_improvement_min,rider_idle_time_reduction_min,dispatch_strategy,system_load_score,fairness_index
4966,24.4,0.8,34.5,15.9,0.6,25.8,5.5,3.2,4.3,2.3,0.2,AI_Dynamic,0.86,0.7
4967,23.7,2.2,36.1,18.1,0.9,29.2,0.5,7.4,2.4,-6.9,1.3,AI_Dynamic,0.56,0.78
4968,21.6,8.1,43.2,24.7,0.1,38.3,1.2,3.7,3.1,-2.5,8.0,AI_Dynamic,0.3,0.85
4969,24.2,14.7,47.7,36.4,5.0,50.2,1.4,3.9,8.0,-2.5,9.7,AI_Dynamic,0.51,0.85
4970,14.5,6.0,51.4,16.8,0.3,48.0,3.2,6.6,0.5,-3.4,5.7,Old_Static,0.85,0.75
4971,16.0,15.1,36.0,28.1,0.1,33.1,0.9,2.0,8.9,-1.1,15.0,AI_Dynamic,0.91,0.91
4972,48.4,2.2,80.8,42.5,0.9,73.6,4.3,2.9,5.9,1.4,1.3,AI_Dynamic,0.81,0.93
4973,11.8,10.3,35.0,13.8,1.3,28.0,3.2,10.2,2.0,-7.0,9.0,Old_Static,0.49,0.72
4974,23.7,0.6,32.8,20.1,1.2,29.8,3.2,0.2,3.6,3.0,-0.6,AI_Dynamic,0.52,0.77
4975,41.2,0.4,67.5,34.3,1.0,61.2,4.6,1.7,6.9,2.9,-0.6,Old_Static,0.76,0.85
4976,41.2,5.6,77.6,43.1,3.4,77.3,1.5,1.8,0.1,-0.3,2.2,AI_Dynamic,0.75,0.83
4977,46.3,1.8,53.7,32.7,3.9,42.2,7.4,4.1,13.6,3.3,-2.1,AI_Dynamic,0.19,0.8
4978,15.9,7.7,65.6,18.0,4.2,64.2,0.5,0.9,2.1,-0.4,3.5,Old_Static,0.94,0.75
4979,59.1,2.0,117.0,41.4,2.5,99.8,11.7,5.5,17.7,6.2,-0.5,Old_Static,0.6,0.81
4980,13.4,1.9,17.8,17.0,2.2,21.7,6.2,2.3,-3.6,3.9,-0.3,AI_Dynamic,0.11,0.94
4981,34.1,0.3,59.5,27.1,1.1,53.3,4.6,1.6,7.0,3.0,-0.8,AI_Dynamic,0.79,0.89
4982,28.0,6.0,47.1,30.4,0.6,44.1,5.1,8.1,0.4,-3.0,5.4,AI_Dynamic,0.51,0.74
4983,18.9,15.9,80.1,29.4,0.6,75.3,3.1,1.7,10.5,1.4,15.3,AI_Dynamic,0.37,0.86
4984,38.6,0.9,64.6,29.3,0.4,54.8,10.0,0.2,9.3,9.8,0.5,AI_Dynamic,0.23,0.71
4985,33.9,13.5,96.4,42.4,0.4,91.8,1.1,5.7,8.5,-4.6,13.1,AI_Dynamic,0.32,0.79
4986,43.9,2.9,52.7,44.7,0.9,51.5,1.3,0.1,-0.8,1.2,2.0,AI_Dynamic,0.59,0.77
4987,36.2,1.9,80.3,25.6,3.8,71.6,5.0,3.7,10.6,1.3,-1.9,AI_Dynamic,0.67,0.84
4988,26.6,2.5,44.9,24.6,0.8,41.2,1.2,2.5,0.8,-1.3,1.7,AI_Dynamic,0.79,0.87
4989,59.3,1.6,84.3,41.2,0.7,65.3,8.9,10.1,14.7,-1.2,0.9,Old_Static,0.29,0.88
4990,29.7,8.0,65.1,33.2,0.6,61.2,5.2,9.1,3.3,-3.9,7.4,AI_Dynamic,0.61,0.76
4991,40.5,0.6,75.9,30.3,3.3,68.4,3.5,4.0,10.2,-0.5,-2.7,AI_Dynamic,0.35,0.89
4992,22.4,1.1,87.4,11.5,3.2,78.6,1.4,7.4,3.1,-6.0,-2.1,Old_Static,0.3,0.77
4993,43.1,0.5,91.0,42.0,0.2,89.6,2.6,4.0,1.1,-1.4,0.3,AI_Dynamic,0.65,0.89
4994,65.9,1.8,74.9,46.7,0.7,54.6,13.4,6.9,18.6,6.5,1.1,AI_Dynamic,0.12,0.9
4995,8.7,5.3,51.3,13.4,1.4,52.1,4.3,3.5,-3.3,0.8,3.9,AI_Dynamic,0.88,0.93
4996,34.5,1.3,42.6,29.9,0.8,37.5,3.4,1.7,4.6,1.7,0.5,AI_Dynamic,0.89,0.92
4997,26.1,9.4,85.7,31.7,0.7,82.6,3.6,6.7,4.0,-3.1,8.7,Old_Static,0.17,0.74
4998,40.4,9.3,93.3,42.0,1.1,86.7,1.1,5.5,1.6,-4.4,8.2,AI_Dynamic,0.39,0.91
4999,20.2,9.1,43.7,25.9,0.4,40.7,3.8,6.8,3.3,-3.0,8.7,AI_Dynamic,0.54,0.73
5000,50.2,2.4,84.7,41.3,2.7,76.1,6.5,2.1,4.5,4.4,-0.3,Old_Static,0.93,0.82
5001,6.2,0.3,32.1,5.0,0.0,30.6,0.2,1.3,1.2,-1.1,0.3,AI_Dynamic,0.97,0.86
5002,21.5,2.0,64.0,17.5,0.1,58.1,1.4,7.3,0.2,-5.9,1.9,AI_Dynamic,0.81,0.85
5003,17.4,14.7,49.7,31.6,3.2,52.4,0.2,2.5,6.0,-2.3,11.5,AI_Dynamic,0.12,0.75
5004,41.8,2.8,59.0,28.4,0.6,43.4,11.4,4.2,11.4,7.2,2.2,Old_Static,0.48,0.91
5005,56.4,1.4,76.6,39.7,0.9,59.4,15.1,2.1,15.7,13.0,0.5,AI_Dynamic,0.26,0.83
5006,19.0,5.1,34.3,20.8,0.6,31.6,0.2,2.9,-0.8,-2.7,4.5,AI_Dynamic,0.7,0.84
5007,32.9,0.4,74.3,28.8,0.8,70.6,4.9,8.6,0.3,-3.7,-0.4,AI_Dynamic,0.67,0.84
5008,23.9,9.9,77.9,29.2,2.1,75.4,3.9,6.4,5.3,-2.5,7.8,AI_Dynamic,0.8,0.97
5009,10.0,1.3,23.7,12.9,0.3,25.6,2.7,0.8,-2.9,1.9,1.0,AI_Dynamic,0.78,0.93
5010,49.4,2.8,78.0,39.8,7.3,72.9,10.4,5.3,8.2,5.1,-4.5,Old_Static,0.19,0.97
5011,38.3,1.9,85.4,33.0,2.3,80.5,3.9,1.0,3.7,2.9,-0.4,AI_Dynamic,0.83,0.78
5012,14.7,3.0,50.3,12.4,3.2,48.2,4.4,2.3,2.3,2.1,-0.2,Old_Static,0.29,0.83
5013,10.0,11.0,74.5,16.6,3.0,73.1,4.2,5.6,6.2,-1.4,8.0,Old_Static,0.65,0.97
5014,54.6,1.8,82.9,37.2,0.8,64.5,16.7,1.7,17.4,15.0,1.0,AI_Dynamic,0.98,0.8
5015,28.3,1.5,46.1,26.8,3.3,46.4,3.2,3.5,1.5,-0.3,-1.8,AI_Dynamic,0.68,0.75
5016,14.2,5.8,37.2,15.4,0.1,32.7,0.8,5.3,1.2,-4.5,5.7,AI_Dynamic,0.4,0.98
5017,16.9,13.1,61.1,24.0,3.4,58.5,2.9,0.3,7.1,2.6,9.7,AI_Dynamic,0.55,1.0
5018,55.0,1.6,71.6,36.0,0.2,51.2,17.3,3.1,16.2,14.2,1.4,AI_Dynamic,0.25,0.96
5019,35.5,0.4,53.9,21.6,0.8,40.4,5.6,7.9,5.1,-2.3,-0.4,AI_Dynamic,0.79,0.97
5020,35.5,0.4,55.3,36.1,2.0,57.5,6.1,3.9,-0.6,2.2,-1.6,AI_Dynamic,0.47,0.77
5021,61.0,2.9,91.6,45.1,2.2,75.0,7.3,9.3,10.5,-2.0,0.7,AI_Dynamic,0.29,0.8
5022,8.8,0.6,36.1,8.4,0.7,35.8,4.8,5.1,0.4,-0.3,-0.1,AI_Dynamic,0.79,0.71
5023,40.6,0.7,65.3,37.1,1.2,62.3,2.1,0.9,3.5,1.2,-0.5,AI_Dynamic,0.53,0.83
5024,9.1,2.2,26.9,9.1,1.4,26.1,2.5,3.3,0.0,-0.8,0.8,AI_Dynamic,0.53,0.86
5025,14.7,12.2,33.7,26.4,6.5,39.7,1.7,7.7,3.5,-6.0,5.7,Old_Static,0.47,1.0
5026,36.8,2.7,71.7,29.4,1.5,63.1,8.3,0.3,7.4,8.0,1.2,AI_Dynamic,0.18,0.9
5027,15.3,0.4,73.0,12.5,1.0,70.8,4.6,6.8,2.0,-2.2,-0.6,Old_Static,0.66,0.75
5028,41.9,0.9,53.9,36.2,2.2,49.5,5.6,1.2,5.7,4.4,-1.3,AI_Dynamic,0.58,0.86
5029,29.8,0.8,51.0,24.1,2.4,46.9,5.5,9.6,1.5,-4.1,-1.6,AI_Dynamic,0.71,0.94
5030,33.6,6.7,88.8,35.7,2.4,86.6,3.6,5.8,2.1,-2.2,4.3,AI_Dynamic,0.47,0.95
5031,61.3,1.2,72.3,44.9,2.3,57.0,9.4,5.9,16.4,3.5,-1.1,AI_Dynamic,0.26,0.92
5032,32.4,1.6,39.8,27.9,4.2,37.9,0.2,1.7,4.5,-1.5,-2.6,AI_Dynamic,0.24,0.95
5033,31.9,6.3,47.8,35.2,0.1,44.9,1.5,1.4,0.1,0.1,6.2,AI_Dynamic,0.42,0.73
5034,40.6,1.1,69.4,30.3,3.0,61.0,8.0,0.4,9.1,7.6,-1.9,AI_Dynamic,0.16,0.8
5035,32.4,0.6,54.9,20.8,3.1,45.8,8.2,0.9,9.6,7.3,-2.5,Old_Static,0.13,0.78
5036,26.7,5.5,53.1,28.8,2.7,52.4,1.0,1.7,-0.3,-0.7,2.8,AI_Dynamic,0.94,0.77
5037,29.9,2.6,54.4,20.1,2.6,44.6,10.3,0.5,9.8,9.8,0.0,Old_Static,0.34,0.93
5038,28.2,2.9,55.1,24.8,1.8,50.6,0.5,4.0,3.4,-3.5,1.1,AI_Dynamic,0.28,0.79
5039,15.6,5.5,73.2,20.3,0.3,72.7,3.6,4.1,-2.9,-0.5,5.2,AI_Dynamic,0.5,0.73
5040,19.5,2.9,56.2,10.2,2.0,46.0,1.7,11.9,-2.3,-10.2,0.9,Old_Static,0.1,0.92
5041,44.1,9.0,81.7,48.7,1.1,78.4,5.4,8.7,4.2,-3.3,7.9,AI_Dynamic,0.44,0.89
5042,20.0,0.1,25.7,17.8,0.8,24.2,8.0,9.5,-0.4,-1.5,-0.7,AI_Dynamic,0.62,0.77
5043,53.9,1.7,65.8,37.7,0.2,48.1,9.6,8.1,16.2,1.5,1.5,AI_Dynamic,0.97,0.9
5044,8.6,5.1,68.5,7.7,0.3,62.8,3.4,2.3,-0.9,1.1,4.8,AI_Dynamic,0.97,0.8
5045,23.6,0.0,30.2,16.5,6.6,29.7,0.9,1.4,5.7,-0.5,-6.6,Old_Static,0.11,0.72
5046,17.1,13.8,57.1,26.9,5.8,58.9,1.7,0.1,8.6,1.6,8.0,AI_Dynamic,0.28,0.89
5047,23.3,9.1,64.7,25.9,0.6,58.8,2.8,8.7,2.6,-5.9,8.5,AI_Dynamic,0.45,0.79
5048,32.4,6.4,53.0,36.5,4.5,55.2,1.9,4.1,-0.5,-2.2,1.9,AI_Dynamic,0.39,0.95
5049,62.1,0.5,81.5,50.1,1.0,70.0,8.0,3.5,12.0,4.5,-0.5,AI_Dynamic,0.42,0.77
5050,41.2,2.8,66.7,27.7,0.5,50.9,12.8,3.0,10.5,9.8,2.3,AI_Dynamic,0.78,0.84
5051,22.7,2.1,92.2,23.1,0.5,91.0,6.5,7.7,-0.4,-1.2,1.6,AI_Dynamic,0.24,0.73
5052,32.8,2.8,62.7,24.3,6.6,58.0,10.2,5.5,8.5,4.7,-3.8,AI_Dynamic,0.89,0.75
5053,15.4,1.4,37.9,16.2,8.0,45.3,6.2,1.2,-0.8,5.0,-6.6,AI_Dynamic,0.95,1.0
5054,44.2,2.3,86.3,37.4,5.7,82.9,5.2,1.8,3.6,3.4,-3.4,AI_Dynamic,0.7,0.91
5055,26.2,0.6,54.9,16.8,4.4,49.3,6.7,1.1,6.8,5.6,-3.8,AI_Dynamic,0.29,0.91
5056,17.0,7.8,51.8,20.9,4.7,52.6,3.8,3.0,2.5,0.8,3.1,AI_Dynamic,0.68,0.75
5057,37.5,2.3,43.2,31.4,3.0,37.8,4.1,1.3,6.1,2.8,-0.7,AI_Dynamic,0.62,0.97
5058,13.6,9.3,31.8,19.0,1.0,28.9,1.3,1.6,4.0,-0.3,8.3,AI_Dynamic,0.15,0.76
5059,32.7,0.3,43.0,19.4,4.8,34.2,7.5,1.3,5.9,6.2,-4.5,AI_Dynamic,0.66,0.88
5060,16.1,2.7,43.4,16.6,0.9,42.1,2.5,1.2,-0.5,1.3,1.8,Old_Static,0.81,0.81
5061,14.5,6.1,49.5,14.5,1.7,45.1,2.9,7.3,0.0,-4.4,4.4,AI_Dynamic,0.41,0.84
5062,7.2,8.8,21.7,10.3,0.6,16.6,2.1,3.0,3.1,-0.9,8.2,AI_Dynamic,0.78,0.72
5063,35.6,2.5,58.1,34.8,0.8,55.6,0.8,3.3,0.8,-2.5,1.7,Old_Static,0.59,0.95
5064,59.1,2.4,72.4,37.1,0.2,48.2,12.7,11.5,17.2,1.2,2.2,Old_Static,0.91,0.71
5065,10.0,11.2,37.5,13.1,3.2,32.6,3.3,8.2,3.1,-4.9,8.0,AI_Dynamic,0.98,0.73
5066,42.2,2.0,78.1,39.5,3.6,77.0,1.3,0.2,2.7,1.1,-1.6,Old_Static,0.21,0.83
5067,12.0,11.8,79.8,18.2,0.7,74.9,2.6,7.5,6.2,-4.9,11.1,AI_Dynamic,0.5,0.97
5068,37.7,0.8,74.4,29.1,0.4,65.4,1.9,7.1,7.8,-5.2,0.4,Old_Static,0.83,0.89
5069,30.6,11.9,76.9,37.4,3.3,75.1,2.6,4.4,6.8,-1.8,8.6,AI_Dynamic,0.88,0.76
5070,7.6,7.7,50.4,11.2,2.7,49.0,3.4,4.8,2.6,-1.4,5.0,AI_Dynamic,0.56,0.75
5071,8.4,8.3,55.6,10.5,0.8,50.2,4.7,10.1,2.1,-5.4,7.5,AI_Dynamic,0.49,0.77
5072,27.7,0.0,37.0,23.4,2.7,35.4,3.1,4.7,4.3,-1.6,-2.7,AI_Dynamic,0.5,0.87
5073,4.7,7.5,63.6,5.0,3.7,60.1,2.2,1.3,0.3,0.9,3.8,AI_Dynamic,0.11,0.86
5074,24.8,5.2,45.0,26.7,8.0,49.7,2.6,2.1,-0.7,0.5,-2.8,AI_Dynamic,0.33,0.98
5075,27.7,6.2,67.4,29.4,5.9,68.8,3.7,2.3,1.5,1.4,0.3,AI_Dynamic,0.51,0.98
5076,11.2,2.3,32.4,9.4,0.5,28.8,0.3,3.3,0.4,-3.0,1.8,AI_Dynamic,0.37,0.84
5077,24.9,1.3,46.6,17.9,2.6,40.9,0.5,6.2,7.0,-5.7,-1.3,AI_Dynamic,0.79,0.96
5078,41.4,11.2,81.1,49.0,0.0,77.5,3.5,0.1,5.6,3.4,11.2,Old_Static,0.89,0.81
5079,50.7,1.9,73.4,30.4,5.2,56.4,7.5,9.5,6.1,-2.0,-3.3,AI_Dynamic,0.32,0.75
5080,37.2,2.3,54.8,22.9,1.9,40.1,7.7,7.0,9.1,0.7,0.4,Old_Static,0.95,0.99
5081,18.7,11.4,44.1,24.4,4.3,42.7,2.9,1.5,5.7,1.4,7.1,Old_Static,0.77,0.74
5082,34.2,2.5,57.1,31.1,2.9,54.4,1.3,1.4,3.1,-0.1,-0.4,AI_Dynamic,0.46,0.76
5083,45.5,14.9,81.1,55.3,1.7,77.7,0.6,2.8,9.8,-2.2,13.2,AI_Dynamic,0.79,0.91
5084,15.1,0.1,40.8,12.9,5.6,44.1,2.9,6.2,2.2,-3.3,-5.5,AI_Dynamic,0.43,0.89
5085,22.2,0.8,45.5,20.7,5.0,48.2,1.4,1.3,1.5,0.1,-4.2,AI_Dynamic,0.38,0.81
5086,8.8,0.2,33.0,9.2,1.2,34.4,0.7,0.7,-0.4,0.0,-1.0,AI_Dynamic,0.87,0.97
5087,24.2,1.9,56.3,16.6,1.3,48.1,1.2,7.0,1.8,-5.8,0.6,AI_Dynamic,0.12,0.88
5088,21.5,1.4,89.1,15.7,1.6,83.5,1.5,7.1,5.8,-5.6,-0.2,AI_Dynamic,0.15,0.93
5089,33.5,1.8,58.9,27.4,0.1,51.1,3.4,4.4,4.5,-1.0,1.7,AI_Dynamic,0.49,0.74
5090,64.8,2.1,99.2,47.8,2.8,82.9,18.3,2.0,17.0,16.3,-0.7,AI_Dynamic,0.58,0.81
5091,37.1,2.3,48.3,30.5,3.9,43.3,5.5,0.5,3.2,5.0,-1.6,AI_Dynamic,0.66,0.78
5092,6.0,5.5,14.2,5.0,1.0,8.7,1.7,3.8,-1.0,-2.1,4.5,Old_Static,0.27,0.98
5093,30.1,13.1,125.3,37.7,0.7,120.5,4.1,8.9,7.6,-4.8,12.4,Old_Static,0.49,0.87
5094,22.7,7.3,59.2,32.0,1.4,62.6,4.8,1.4,-3.9,3.4,5.9,AI_Dynamic,0.57,0.95
5095,49.7,1.9,68.2,45.3,0.9,62.8,6.8,1.4,4.4,5.4,1.0,AI_Dynamic,0.68,0.71
5096,30.6,13.8,78.4,41.0,3.4,78.4,4.4,4.4,8.0,0.0,10.4,Old_Static,0.29,0.93
5097,67.2,1.9,77.4,45.7,8.0,62.0,13.9,1.5,21.1,12.4,-6.1,AI_Dynamic,0.6,0.79
5098,14.1,2.6,46.1,8.6,2.1,40.1,0.2,6.2,2.5,-6.0,0.5,Old_Static,0.21,0.72
5099,32.6,0.9,56.1,23.3,2.3,48.2,2.0,5.9,2.7,-3.9,-1.4,AI_Dynamic,0.83,0.74
5100,9.6,1.4,33.7,5.0,0.1,27.8,1.0,6.9,1.6,-5.9,1.3,Old_Static,0.32,0.8
5101,12.4,8.9,41.1,16.2,0.1,36.1,3.2,1.8,3.8,1.4,8.8,AI_Dynamic,0.96,0.74
5102,18.1,2.3,35.8,18.6,1.4,35.4,0.4,0.8,-0.5,-0.4,0.9,AI_Dynamic,0.86,0.72
5103,22.0,5.4,107.0,23.2,3.1,105.9,3.0,4.1,0.4,-1.1,2.3,AI_Dynamic,0.43,0.73
5104,35.2,1.9,76.8,28.4,3.4,71.5,0.4,4.9,4.6,-4.5,-1.5,AI_Dynamic,0.92,0.96
5105,29.4,2.0,85.1,20.5,2.8,77.0,9.0,0.9,7.9,8.1,-0.8,AI_Dynamic,0.43,0.81
5106,14.3,0.5,47.2,15.9,4.7,53.0,3.6,2.2,-1.6,1.4,-4.2,AI_Dynamic,0.31,0.83
5107,20.6,12.7,48.0,29.0,0.3,44.0,4.9,8.9,7.8,-4.0,12.4,AI_Dynamic,0.81,0.85
5108,22.6,12.2,55.6,30.0,0.5,51.3,4.6,8.9,7.4,-4.3,11.7,Old_Static,0.78,0.93
5109,56.0,1.3,96.1,50.5,1.2,90.5,4.8,0.8,5.5,4.0,0.1,Old_Static,0.36,0.77
5110,33.0,15.2,51.5,45.0,1.0,49.3,1.3,3.5,9.2,-2.2,14.2,Old_Static,0.1,0.9
5111,19.4,8.8,51.9,22.7,1.3,47.7,2.8,7.0,3.3,-4.2,7.5,AI_Dynamic,0.81,0.96
5112,27.7,2.0,96.0,24.2,1.2,91.7,4.6,0.3,3.5,4.3,0.8,AI_Dynamic,0.74,0.98
5113,9.4,10.1,46.6,15.0,0.9,43.0,1.2,2.4,5.4,-1.2,9.2,AI_Dynamic,0.4,0.91
5114,20.1,2.5,43.0,14.7,0.5,35.6,1.1,6.3,5.2,-5.2,2.0,AI_Dynamic,0.94,1.0
5115,45.4,1.3,57.5,29.1,2.4,42.3,7.1,8.1,11.3,-1.0,-1.1,AI_Dynamic,0.67,0.97
5116,51.3,1.8,66.2,47.3,1.4,61.8,5.8,1.4,4.0,4.4,0.4,Old_Static,0.9,0.9
5117,30.1,1.5,66.9,25.4,3.8,64.5,3.4,1.0,4.7,2.4,-2.3,Old_Static,0.76,0.97
5118,29.7,7.8,45.4,32.8,5.3,46.0,2.7,3.3,3.1,-0.6,2.5,AI_Dynamic,0.66,0.93
5119,10.9,2.0,63.5,5.3,0.6,56.5,1.6,5.4,-1.6,-3.8,1.4,AI_Dynamic,0.91,0.86
5120,31.1,9.9,69.7,38.9,0.8,68.4,2.5,1.2,2.8,1.3,9.1,AI_Dynamic,0.65,0.85
5121,26.4,12.0,55.2,31.0,3.6,51.4,4.4,8.2,4.6,-3.8,8.4,AI_Dynamic,0.26,0.99
5122,45.2,1.7,98.1,30.4,1.3,82.9,9.8,5.4,13.2,4.4,0.4,AI_Dynamic,0.87,0.91
5123,43.7,2.9,55.1,31.2,0.5,40.2,13.8,1.1,11.5,12.7,2.4,AI_Dynamic,0.87,0.77
5124,43.5,0.3,80.8,36.6,1.6,75.2,3.3,2.3,6.5,1.0,-1.3,Old_Static,0.52,0.91
5125,22.0,9.4,73.0,25.7,3.1,70.4,3.6,1.0,3.7,2.6,6.3,AI_Dynamic,0.11,0.71
5126,31.3,1.1,38.0,24.6,5.6,35.8,2.7,0.5,6.7,2.2,-4.5,AI_Dynamic,0.73,0.78
5127,20.8,0.9,63.3,16.6,0.6,58.8,1.7,2.8,4.2,-1.1,0.3,AI_Dynamic,0.12,0.97
5128,46.3,2.2,52.0,41.4,4.2,49.1,1.2,1.7,3.7,-0.5,-2.0,AI_Dynamic,0.82,0.91
5129,33.0,2.9,46.8,23.4,5.0,39.3,6.3,1.2,9.6,5.1,-2.1,AI_Dynamic,0.51,0.99
5130,44.9,2.2,124.8,38.9,0.6,117.2,1.3,6.3,6.0,-5.0,1.6,AI_Dynamic,0.82,0.93
5131,45.8,0.9,57.0,33.2,2.0,45.5,7.9,3.6,12.6,4.3,-1.1,AI_Dynamic,0.33,0.85
5132,38.4,0.1,57.9,38.9,2.4,60.7,9.4,6.6,-0.5,2.8,-2.3,Old_Static,0.47,0.8
5133,49.4,1.8,54.6,45.8,0.2,49.4,3.8,9.0,3.6,-5.2,1.6,AI_Dynamic,0.4,0.77
5134,19.0,0.5,80.6,11.4,1.1,73.6,3.8,3.2,4.8,0.6,-0.6,Old_Static,0.48,0.87
5135,48.1,2.0,64.5,41.0,7.8,63.2,6.8,5.5,6.1,1.3,-5.8,AI_Dynamic,0.47,0.77
5136,14.4,2.9,24.3,13.5,0.7,21.2,1.9,5.0,0.5,-3.1,2.2,Old_Static,0.78,0.85
5137,20.8,16.9,45.7,33.9,0.6,42.5,2.9,6.1,11.5,-3.2,16.3,Old_Static,0.96,0.9
5138,18.9,4.9,31.4,18.2,1.3,27.1,5.2,9.5,-0.7,-4.3,3.6,AI_Dynamic,0.77,0.96
5139,19.4,16.3,46.5,28.4,1.7,40.9,0.4,6.0,9.0,-5.6,14.6,AI_Dynamic,0.63,0.96
5140,30.0,17.6,72.1,44.8,0.8,70.1,2.3,0.3,11.2,2.0,16.8,AI_Dynamic,0.49,0.73
5141,22.7,8.0,113.7,25.1,0.0,108.1,1.0,6.6,2.4,-5.6,8.0,AI_Dynamic,0.99,0.9
5142,25.8,12.8,46.2,34.4,0.8,42.8,0.7,2.7,7.8,-2.0,12.0,AI_Dynamic,0.22,0.82
5143,27.3,5.5,54.2,30.2,2.5,54.1,0.5,0.4,-1.1,0.1,3.0,AI_Dynamic,0.69,0.73
5144,62.9,1.5,86.7,56.2,0.6,79.1,6.0,1.6,6.7,4.4,0.9,AI_Dynamic,0.34,0.89
5145,39.4,10.5,54.7,45.3,1.4,51.5,2.4,0.8,5.9,1.6,9.1,AI_Dynamic,0.76,0.73
5146,29.7,1.1,39.2,27.8,2.2,38.4,0.7,0.1,0.5,0.6,-1.1,AI_Dynamic,0.35,0.79
5147,23.2,1.0,31.1,14.1,0.1,21.1,0.9,9.1,3.5,-8.2,0.9,AI_Dynamic,0.25,0.84
5148,49.1,2.2,85.6,34.4,4.2,72.9,12.4,0.3,12.9,12.1,-2.0,AI_Dynamic,0.66,0.75
5149,24.5,0.9,40.2,23.8,0.0,38.6,2.3,3.9,0.7,-1.6,0.9,AI_Dynamic,0.92,0.8
5150,20.7,2.1,50.4,15.7,1.2,44.5,1.4,7.3,2.2,-5.9,0.9,AI_Dynamic,0.47,0.79
5151,34.0,3.0,77.6,32.4,0.4,73.4,2.7,6.9,1.6,-4.2,2.6,AI_Dynamic,0.48,0.89
5152,27.8,0.7,73.0,22.6,4.1,71.2,5.8,4.0,5.2,1.8,-3.4,AI_Dynamic,0.68,0.74
5153,37.9,11.2,66.7,42.6,0.3,60.5,3.0,3.2,4.7,-0.2,10.9,AI_Dynamic,0.73,0.99
5154,48.6,2.8,69.9,30.3,4.6,53.4,17.2,0.7,12.7,16.5,-1.8,AI_Dynamic,0.32,0.7
5155,24.7,10.1,53.0,28.4,0.5,47.1,0.5,6.4,3.7,-5.9,9.6,Old_Static,0.75,0.92
5156,18.3,1.5,35.7,14.9,1.5,32.3,3.5,0.1,3.4,3.4,0.0,AI_Dynamic,0.53,0.7
5157,43.6,0.5,70.9,32.8,0.4,60.0,2.4,8.5,10.0,-6.1,0.1,AI_Dynamic,0.93,0.77
5158,26.9,1.4,64.4,19.7,2.5,58.3,1.7,4.4,6.0,-2.7,-1.1,AI_Dynamic,0.43,0.83
5159,14.4,1.7,33.1,12.5,0.4,29.9,0.2,3.0,1.5,-2.8,1.3,AI_Dynamic,0.44,0.82
5160,18.8,15.7,40.8,31.7,0.2,38.2,2.2,4.8,9.3,-2.6,15.5,AI_Dynamic,0.99,0.79
5161,23.3,2.5,49.1,17.0,8.0,48.3,3.5,4.3,1.7,-0.8,-5.5,AI_Dynamic,0.85,0.92
5162,29.7,8.8,50.7,37.2,1.2,50.6,0.8,0.7,0.9,0.1,7.6,Old_Static,0.14,0.96
5163,61.3,1.7,70.3,41.0,2.0,50.3,20.8,0.8,20.3,20.0,-0.3,AI_Dynamic,0.48,0.86
5164,5.5,5.5,14.9,9.4,0.7,14.0,1.2,0.3,-2.1,0.9,4.8,AI_Dynamic,0.89,0.88
5165,34.8,8.9,68.5,37.5,1.1,63.4,3.4,1.7,2.7,1.7,7.8,AI_Dynamic,0.88,0.82
5166,14.7,7.3,46.5,17.0,1.0,42.5,2.2,6.2,2.3,-4.0,6.3,AI_Dynamic,0.55,0.83
5167,46.9,2.2,61.9,42.1,3.8,58.7,1.6,1.6,4.8,0.0,-1.6,AI_Dynamic,0.91,0.96
5168,32.5,8.1,52.7,35.1,1.6,48.8,4.2,8.1,2.6,-3.9,6.5,Old_Static,0.26,0.78
5169,49.0,2.3,103.4,40.9,4.2,97.2,3.5,2.7,8.1,0.8,-1.9,AI_Dynamic,0.78,0.73
5170,39.2,8.5,59.4,44.4,0.5,56.6,4.7,7.5,2.6,-2.8,8.0,Old_Static,0.64,0.82
5171,25.1,2.0,32.3,19.7,0.5,25.4,2.0,4.9,5.4,-2.9,1.5,AI_Dynamic,0.49,0.81
5172,29.9,10.6,59.4,37.7,6.1,62.7,3.6,6.9,4.2,-3.3,4.5,Old_Static,0.13,0.95
5173,35.7,10.3,60.4,38.4,1.1,53.9,2.6,9.1,2.7,-6.5,9.2,AI_Dynamic,0.17,0.78
5174,45.9,5.2,88.5,47.8,1.3,86.5,2.1,4.1,-0.7,-2.0,3.9,AI_Dynamic,0.49,0.79
5175,53.8,0.1,80.4,38.8,0.9,66.2,13.9,0.3,15.0,13.6,-0.8,Old_Static,0.33,0.81
5176,15.0,10.7,37.8,22.7,1.1,35.9,5.3,7.2,4.5,-1.9,9.6,AI_Dynamic,0.86,0.73
5177,19.6,2.1,28.4,17.7,3.0,27.4,3.4,4.4,-0.3,-1.0,-0.9,AI_Dynamic,0.72,0.73
5178,21.3,2.2,28.5,18.3,0.9,24.2,1.7,6.0,-1.8,-4.3,1.3,AI_Dynamic,0.99,0.94
5179,47.9,1.2,87.0,40.1,1.2,79.2,7.0,0.8,7.8,6.2,0.0,Old_Static,0.92,0.8
5180,17.2,6.5,76.3,15.0,6.3,73.9,2.4,4.8,-2.2,-2.4,0.2,AI_Dynamic,0.71,0.95
