order_id,restaurant_id,rider_id,order_timestamp,items_count,order_complexity_score,map_routing_efficiency,num_traffic_signals,signal_wait_time_min,actual_prep_time_min,actual_delivery_time_min,distance_km,traffic_level,weather_condition,peak_hour_flag,order_status,customer_eta_given_min,actual_total_time_min
5733,139,220,10/19/2023 1:09,4,1,0.73,29,4.3,8.4,51.5,11.9,Low,Heavy Rain,0,Delivered,67,65.9
5734,85,8,10/26/2023 14:38,3,2,0.82,10,5,45,24.4,3.8,High,Clear,1,Delivered,83,79.2
5735,74,446,10/19/2023 9:17,1,3,0.78,10,5.4,16.3,30.3,5.9,High,Clear,0,Delivered,63,53.3
5736,251,14,10/12/2023 2:59,7,5,0.99,17,12.1,36.1,59.1,7.7,High,Rain,0,Delivered,104,104
5737,224,387,10/2/2023 19:42,6,1,0.76,7,0.4,31.1,11.3,4.5,Low,Clear,1,Delivered,46,48
5738,47,130,10/30/2023 22:39,5,4,0.91,8,3.2,34.1,18.3,5.2,Medium,Clear,0,Delivered,52,57.3
5739,81,22,10/4/2023 4:06,6,2,0.98,21,5.1,47.8,28,8.9,Medium,Rain,0,Delivered,82,79.3
5740,121,225,10/10/2023 1:59,4,5,0.9,7,3,48,21.6,9,Medium,Clear,0,Delivered,77,79.4
5741,43,235,10/3/2023 6:00,5,2,0.72,15,5.1,38.2,49.2,9.8,Medium,Clear,0,Delivered,106,97
5742,146,341,10/29/2023 20:32,7,3,0.98,14,6.6,41,33.3,7.5,High,Clear,1,Delivered,89,83.1
5743,74,454,10/15/2023 10:58,8,4,0.74,8,3,22.5,14.7,3.6,Medium,Clear,0,Delivered,49,45.9
5744,53,488,10/28/2023 21:31,8,5,0.76,12,5.4,49.4,26.9,4.7,Medium,Clear,1,Delivered,85,81.7
5745,233,199,10/17/2023 13:36,3,5,0.92,9,2.9,50.2,81.7,10.9,Medium,Heavy Rain,1,Delivered,154,138.7
5746,295,134,10/26/2023 10:05,4,1,0.85,13,5.7,37.2,29.8,9.1,Medium,Clear,0,Delivered,74,68.5
5747,200,178,10/22/2023 20:00,6,2,0.93,2,0.3,24.5,4.1,2,Low,Clear,1,Delivered,34,29.9
5748,162,44,10/16/2023 4:37,3,5,0.75,17,4.8,41.1,31.1,9.3,Medium,Clear,0,Delivered,85,76
5749,37,8,10/15/2023 3:54,8,2,0.96,4,1.7,33.3,16.2,4.6,Medium,Clear,0,Delivered,52,56
5750,97,280,10/23/2023 23:17,5,3,0.79,1,0.4,47.2,5.5,1.3,Medium,Clear,0,Delivered,72,60.3
5751,49,27,10/10/2023 5:38,3,1,0.86,5,0.6,9.6,21.5,6.3,Low,Clear,0,Cancelled,35,35.7
5752,10,437,10/3/2023 1:31,7,3,0.73,20,6.7,13.4,67.8,10.7,High,Clear,0,Delivered,100,89.2
5753,40,51,10/10/2023 21:13,8,1,0.81,14,10.9,50.3,80,5.9,High,Heavy Rain,1,Delivered,158,138.9
5754,153,412,10/27/2023 11:49,7,1,0.81,9,3,36.1,38.9,11.9,High,Clear,0,Delivered,84,79
5755,106,443,10/20/2023 7:45,7,2,0.99,7,3.3,22.1,17.5,3,Medium,Heavy Rain,0,Delivered,46,49.3
5756,41,69,10/16/2023 1:50,7,1,0.95,14,4.3,29.5,18.1,4.9,Medium,Clear,0,Delivered,48,51.1
5757,164,467,10/19/2023 4:59,7,3,0.72,2,0.3,9.9,4.7,1.2,Medium,Clear,0,Delivered,25,21
5758,258,457,10/5/2023 23:01,3,3,0.79,2,0.9,29.6,6.5,1.6,High,Clear,0,Delivered,40,38.9
5759,211,281,10/18/2023 13:51,3,3,0.76,11,2.6,28.3,24.3,4.9,Medium,Rain,1,Delivered,60,59.6
5760,202,44,10/20/2023 5:39,2,2,0.8,16,2.6,17.3,16.5,6.8,Low,Clear,0,Delivered,40,35.2
5761,195,175,10/15/2023 23:15,8,2,0.7,2,0.4,27.2,18.7,3.6,Medium,Clear,0,Delivered,51,52.6
5762,53,119,10/27/2023 16:13,2,4,0.93,7,0.6,44.6,8.8,2.8,Low,Clear,0,Delivered,67,63.1
5763,147,365,10/9/2023 23:22,4,5,0.74,4,1.1,25,30.6,5.6,Medium,Clear,0,Delivered,63,59.8
5764,282,376,10/26/2023 2:14,3,4,0.76,5,1.1,48,14.6,2.9,Medium,Rain,0,Delivered,65,70.9
5765,243,269,10/19/2023 7:46,8,4,0.9,13,2.9,40.8,42,7.9,Medium,Heavy Rain,0,Delivered,91,85.8
5766,51,181,10/14/2023 21:30,6,1,0.89,29,6.6,21.3,32.8,11.5,Medium,Clear,1,Delivered,63,60.4
5767,114,53,10/14/2023 2:10,8,1,0.95,8,3.1,31,66.8,9.9,High,Heavy Rain,0,Delivered,111,100.4
5768,273,293,10/27/2023 5:57,3,4,0.74,7,2.5,41.8,13.6,3.4,Medium,Clear,0,Delivered,73,64.1
5769,120,191,10/14/2023 23:16,7,5,0.77,31,5.7,35.1,79.5,11.5,Medium,Rain,0,Delivered,136,116.5
5770,189,194,10/13/2023 23:12,3,4,0.96,17,1.7,42.7,23.6,9.3,Low,Rain,0,Delivered,70,74.4
5771,46,371,10/20/2023 8:02,2,2,0.9,7,1,12.2,7.2,2.7,Low,Clear,0,Delivered,26,27
5772,243,40,10/21/2023 21:41,5,3,0.72,20,1.9,42.5,28.5,7.4,Low,Rain,1,Delivered,93,80
5773,50,78,10/29/2023 7:58,3,4,0.73,13,1.3,33.4,25.9,11.6,Low,Clear,0,Delivered,59,64.6
5774,11,189,10/17/2023 15:47,7,1,0.86,5,2,24.7,7.4,2.1,Medium,Clear,0,Delivered,46,41.3
5775,48,95,10/30/2023 16:07,8,5,0.93,8,1.2,43,12.9,4,Low,Clear,0,Delivered,66,61.4
5776,56,390,10/6/2023 10:08,1,1,0.89,13,5.2,41.2,15.4,5.1,Medium,Clear,0,Delivered,68,61.7
5777,8,25,10/23/2023 14:18,4,2,0.9,2,0.2,34.9,4.7,2.3,Low,Clear,1,Delivered,50,41.7
5778,14,103,10/10/2023 9:42,2,1,0.87,6,2,21.1,17.6,4.3,Medium,Clear,0,Delivered,48,47.7
5779,215,302,10/26/2023 21:49,5,1,0.96,17,2.8,28.9,21.2,8.6,Low,Clear,1,Delivered,65,58.7
5780,245,159,10/2/2023 11:56,7,5,0.97,14,1.6,35.2,27.9,6.2,Low,Heavy Rain,0,Delivered,76,65.3
5781,54,358,10/20/2023 10:41,1,5,0.88,16,4,43.8,27.3,5.6,Medium,Clear,0,Delivered,85,73.9
5782,273,208,10/17/2023 2:41,3,1,0.92,3,0.5,38.6,24.3,5.8,Medium,Clear,0,Delivered,72,66.9
5783,131,447,10/22/2023 15:49,6,1,0.84,17,2.2,33.5,27.3,9.4,Low,Clear,0,Delivered,72,63.6
5784,9,347,10/14/2023 14:27,8,4,0.78,22,1.9,44.1,62.3,11.9,Low,Rain,1,Delivered,117,112.3
5785,212,94,10/29/2023 14:47,6,2,0.89,20,3,24.4,22.4,7.5,Low,Clear,1,Delivered,47,49.3
5786,122,324,10/17/2023 7:26,2,4,0.94,10,1.9,10.9,35,9.3,Medium,Clear,0,Delivered,52,54.8
5787,114,39,10/22/2023 3:37,3,5,0.78,4,1.2,34.6,19.4,5.1,Medium,Rain,0,Delivered,62,62.7
5788,20,336,10/16/2023 5:33,4,4,0.89,17,4.5,17,36.8,10.5,Medium,Clear,0,Delivered,54,59.1
5789,21,164,10/21/2023 4:35,2,4,0.89,12,3,46.4,16.3,5.6,Medium,Clear,0,Delivered,67,68.7
5790,208,391,10/17/2023 3:37,1,1,0.98,33,15.7,27.6,37.6,11.3,Medium,Clear,0,Delivered,68,68.5
5791,33,341,10/3/2023 10:34,6,1,0.93,17,3.3,35,38.3,9.2,Medium,Rain,0,Delivered,87,80.6
5792,133,322,10/23/2023 22:44,7,2,0.94,20,3.2,37.9,19.9,8.8,Medium,Clear,0,Delivered,74,64.3
5793,191,55,10/22/2023 22:18,5,3,0.87,5,0.8,11.5,19.4,4.2,Medium,Clear,0,Delivered,44,40.2
5794,26,72,10/31/2023 6:10,5,3,0.92,21,4.1,10.8,37.3,9.8,Medium,Clear,0,Delivered,57,49.4
5795,89,42,10/10/2023 12:58,4,4,0.77,2,0.9,19.1,6.4,2.2,Medium,Clear,1,Delivered,31,30.9
5796,92,411,10/13/2023 15:21,5,2,0.87,11,0.9,18.2,23.8,6.9,Low,Clear,0,Delivered,44,48.5
5797,33,386,10/12/2023 7:44,5,2,0.9,5,1.7,39.8,33,9.1,Medium,Clear,0,Delivered,72,79
5798,238,326,10/8/2023 8:10,7,5,0.95,14,1.9,22.7,17.8,10.7,Low,Clear,0,Delivered,58,48.9
5799,18,132,10/19/2023 8:21,4,1,0.75,17,6.9,45,35.9,7.3,Medium,Rain,0,Delivered,83,86.7
5800,274,21,10/30/2023 3:03,6,5,0.8,2,0.4,9,12.6,3.8,Medium,Clear,0,Delivered,22,22.8
5801,289,1,10/1/2023 14:40,1,3,0.94,13,2.6,47.9,30.6,10.3,Medium,Clear,1,Delivered,82,88.4
5802,27,166,10/19/2023 10:32,2,2,0.83,8,2.1,28.8,40,9.4,Medium,Clear,0,Delivered,92,76.9
5803,108,60,10/23/2023 4:10,6,3,0.85,5,1,22.6,7.6,2.7,Medium,Clear,0,Delivered,38,32
5804,226,76,10/16/2023 23:30,2,1,0.89,25,2.3,14.9,23.5,10.6,Low,Clear,0,Delivered,51,48
5805,19,91,10/21/2023 22:41,4,1,0.92,8,2.8,38.2,50.1,11.6,Medium,Clear,0,Delivered,98,95.1
5806,223,398,10/18/2023 18:46,6,1,0.79,12,6.7,30.8,46,6.9,High,Clear,0,Delivered,77,81.3
5807,281,207,10/23/2023 23:54,3,3,0.96,3,1.4,5,8.7,1.4,High,Clear,0,Delivered,19,16.6
5808,104,88,10/7/2023 8:18,4,2,0.81,33,8.8,34.7,57.5,11.1,Medium,Rain,0,Delivered,105,100.7
5809,289,82,10/6/2023 10:01,4,5,0.78,2,0.9,47.3,14.2,2.4,High,Clear,0,Delivered,74,63.4
5810,37,17,10/27/2023 7:40,4,2,0.91,5,0.6,37.6,31,8,Low,Rain,0,Delivered,80,75.8
5811,244,329,10/8/2023 12:34,4,2,0.81,6,1.8,9.6,24.6,5.4,Medium,Clear,1,Delivered,37,40.3
5812,43,431,10/14/2023 12:02,5,4,0.85,22,9.8,46.4,41.6,11.9,Medium,Clear,1,Delivered,90,96.7
5813,126,210,10/16/2023 18:12,5,2,0.8,23,3.2,24.9,23,11.1,Low,Clear,0,Delivered,61,52.3
5814,9,312,10/13/2023 23:45,6,5,0.96,13,4.7,42.4,29.5,9.6,Medium,Clear,0,Delivered,79,74.1
5815,14,383,10/5/2023 14:08,1,4,0.85,5,1.2,27.4,15,3.2,Medium,Clear,1,Delivered,52,44.9
5816,131,53,10/4/2023 1:58,4,2,0.72,16,4.3,33.2,33.9,8.7,Medium,Clear,0,Delivered,67,73.7
5817,184,128,10/23/2023 19:47,2,4,0.72,6,2.6,25.4,40.3,7.3,Medium,Clear,1,Delivered,83,70.5
5818,282,146,10/14/2023 5:09,3,2,0.81,7,2.4,41.5,8,2.5,Medium,Clear,0,Delivered,57,54
5819,53,453,10/14/2023 21:39,5,1,0.82,21,1.7,44.7,35.3,9.7,Low,Clear,1,Delivered,88,88.4
5820,41,304,10/30/2023 2:51,8,1,0.71,3,1.2,32.3,7.9,2,Medium,Clear,0,Delivered,39,42.7
5821,21,393,10/16/2023 19:16,2,2,0.96,14,0.9,42.5,26.1,6.3,Low,Rain,1,Delivered,88,76.8
5822,295,310,10/15/2023 7:25,5,4,0.85,4,1.8,30.6,19.5,5.7,Medium,Clear,0,Delivered,60,57
5823,208,419,10/21/2023 21:06,8,5,0.86,24,3,40.6,22,9.9,Low,Clear,1,Delivered,75,72.1
5824,151,492,10/20/2023 0:51,6,1,0.9,5,2.4,16.3,21.5,5.7,Medium,Rain,0,Delivered,49,44.4
5825,69,248,10/29/2023 7:22,1,4,0.77,6,0.6,34.2,17.9,8.6,Low,Clear,0,Delivered,55,56.1
5826,27,430,10/13/2023 23:46,3,5,0.86,17,3.3,29.6,26.4,6.3,Medium,Clear,0,Delivered,69,58.6
5827,116,1,10/20/2023 20:06,5,4,0.77,16,9.5,22.8,43.5,7.4,High,Clear,1,Delivered,65,67.5
5828,142,41,10/30/2023 6:01,8,2,0.82,2,0.3,36.1,10,3.7,Low,Clear,0,Cancelled,66,55.4
5829,41,73,10/7/2023 4:32,8,1,0.89,9,3.6,30.5,11.6,3.2,Medium,Clear,0,Delivered,52,47.4
5830,106,160,10/28/2023 18:29,3,1,0.77,26,3.4,20.7,19.5,8.8,Low,Clear,0,Cancelled,48,41.2
5831,74,212,10/28/2023 5:27,3,1,0.97,4,1.2,12.7,8,2.3,Medium,Rain,0,Delivered,34,30
5832,60,333,10/8/2023 0:52,6,2,0.79,2,0.4,28.9,9.6,2.9,Medium,Clear,0,Delivered,48,48.4
5833,298,296,10/12/2023 14:03,2,5,0.79,20,8.9,50.4,48,11.4,Medium,Rain,1,Delivered,123,108
5834,122,139,10/24/2023 20:23,8,5,0.98,8,0.8,19,14.2,3.8,Low,Heavy Rain,1,Delivered,32,34.9
5835,203,446,10/2/2023 4:57,5,1,0.82,4,0.9,31.9,14.2,4.6,Medium,Clear,0,Delivered,46,49.5
5836,11,430,10/5/2023 3:59,3,5,0.74,11,2.7,25.4,36.8,8,Medium,Clear,0,Delivered,69,64.5
5837,147,304,10/8/2023 17:32,6,1,0.83,4,1.3,22.1,17.8,5.8,Medium,Clear,0,Delivered,50,42
5838,216,43,10/6/2023 20:32,8,5,0.8,13,2.1,27.4,18.7,7.1,Medium,Clear,1,Delivered,59,53.5
5839,14,179,10/12/2023 11:37,4,1,0.85,3,2.3,25.8,15.2,2.6,High,Rain,0,Delivered,42,44.7
5840,67,189,10/21/2023 0:00,8,5,0.88,11,4.5,22.4,42.3,8.4,Medium,Heavy Rain,0,Delivered,79,67.5
5841,180,246,10/6/2023 2:24,7,4,0.8,4,1.8,28.9,10.3,2.7,Medium,Rain,0,Delivered,52,47.1
5842,242,298,10/21/2023 17:26,3,1,0.91,10,1.6,34.8,27.6,9.2,Low,Clear,0,Delivered,83,70.7
5843,160,154,10/13/2023 0:19,3,1,0.79,13,2.4,32.8,17.9,6.8,Medium,Clear,0,Delivered,67,59.5
5844,10,104,10/12/2023 0:11,5,3,0.95,21,6.9,15.5,27,10,Medium,Clear,0,Delivered,46,50.6
5845,124,11,10/27/2023 12:22,7,1,0.99,3,1.2,29.5,15,2.9,High,Rain,1,Delivered,52,51.1
5846,273,25,10/27/2023 11:39,4,5,0.7,12,2.3,44.6,19.3,5.2,Medium,Clear,0,Delivered,63,65.1
5847,241,296,10/17/2023 17:35,3,4,0.73,6,1,39,28.3,10.3,Medium,Clear,0,Delivered,71,71.1
5848,143,25,10/19/2023 14:53,5,4,0.85,21,3.6,48,30,9.8,Medium,Clear,1,Delivered,86,85.9
5849,167,84,10/24/2023 2:05,5,5,0.89,18,9.2,38.1,54.6,11.6,High,Rain,0,Delivered,114,95.9
5850,57,106,10/21/2023 15:50,8,2,0.97,6,1,26.8,10.5,3.4,Medium,Clear,0,Delivered,44,46.6
5851,138,241,10/5/2023 2:47,6,1,0.89,10,1.1,9.5,21.2,6.9,Low,Clear,0,Delivered,40,39.8
5852,17,119,10/9/2023 1:37,7,4,0.96,1,0.1,14,4.9,1.2,Low,Rain,0,Delivered,30,25.8
5853,273,459,10/19/2023 23:59,3,5,0.86,9,7.2,41.9,40.6,11.6,High,Clear,0,Delivered,86,91.4
5854,3,108,10/3/2023 10:32,1,4,0.91,6,1.7,15,9.2,2.9,Medium,Clear,0,Delivered,29,30
5855,243,330,10/1/2023 19:00,1,4,0.98,13,1.8,46.5,17.2,11,Low,Clear,1,Delivered,74,65.5
5856,108,180,10/21/2023 19:04,2,5,0.9,13,4,38.5,25.7,8.5,Medium,Clear,1,Delivered,76,73.2
5857,51,369,10/14/2023 19:58,1,3,0.84,27,8.3,30.5,43.6,11.3,Medium,Clear,1,Delivered,69,76.2
5858,174,131,10/26/2023 5:28,1,4,0.88,3,0.9,46.4,14.7,3.7,Medium,Clear,0,Delivered,73,69.4
5859,116,295,10/13/2023 14:15,5,4,0.83,7,3.3,21.1,49.4,4.8,High,Heavy Rain,1,Delivered,82,79.8
5860,183,91,10/29/2023 13:27,5,2,0.75,3,0.2,17.5,11,2.8,Low,Clear,1,Delivered,38,33.8
5861,154,419,10/13/2023 21:55,6,3,0.93,12,10,41.4,27.9,5.6,High,Clear,1,Delivered,72,73.2
5862,247,241,10/4/2023 22:55,7,2,0.82,33,24.8,22.6,89.5,11.4,High,Clear,0,Delivered,110,119.6
5863,76,247,10/19/2023 21:01,3,5,0.73,20,1.8,34.5,17.6,7.3,Low,Clear,1,Cancelled,54,55.4
5864,244,168,10/16/2023 7:31,7,1,0.91,9,0.6,8.7,18.3,5.6,Low,Clear,0,Delivered,34,28.6
5865,81,223,10/13/2023 5:33,7,5,0.93,4,1.3,46.2,31.4,4.6,Medium,Heavy Rain,0,Delivered,79,78.7
5866,229,469,10/14/2023 4:03,3,3,0.73,21,1.5,9.5,19.1,7.4,Low,Clear,0,Delivered,34,30.9
5867,72,278,10/12/2023 6:55,8,5,0.84,24,9.3,33.6,28,9,Medium,Clear,0,Delivered,67,68.3
5868,218,190,10/5/2023 0:21,8,3,0.84,4,1,16.8,19.4,5.5,Medium,Clear,0,Delivered,40,42.4
5869,243,19,10/2/2023 18:58,5,2,0.77,4,1.4,32.9,9.7,3.5,Medium,Clear,0,Delivered,55,48.9
5870,78,14,10/19/2023 4:49,8,4,0.94,5,2.8,26.6,36.8,7.4,High,Clear,0,Delivered,76,66.2
5871,158,485,10/10/2023 23:58,3,5,0.86,14,5,33.2,23.5,5,High,Clear,0,Delivered,75,62.9
5872,48,243,10/25/2023 16:33,5,5,0.87,8,1.4,48.6,50.7,11.9,Low,Rain,0,Delivered,106,105.4
5873,298,109,10/14/2023 22:30,7,4,0.81,8,1.3,40.9,41.1,5.9,Medium,Rain,0,Cancelled,95,91.7
5874,24,434,10/10/2023 18:26,7,5,0.77,15,6.9,33.9,25.8,5.8,Medium,Rain,0,Delivered,69,64
5875,110,190,10/6/2023 4:53,1,5,0.94,18,6.9,30.4,37.5,10.2,Medium,Clear,0,Delivered,85,74.7
5876,52,471,10/21/2023 23:05,3,1,0.86,6,2,27.8,13.4,3.8,Medium,Rain,0,Delivered,58,49.6
5877,290,218,10/8/2023 7:08,8,1,0.77,2,1.6,5,9.9,1.7,High,Rain,0,Delivered,22,19.6
5878,259,299,10/23/2023 23:03,1,4,0.83,5,0.8,25.5,25.7,10.4,Medium,Clear,0,Delivered,51,54.6
5879,139,311,10/27/2023 8:10,2,2,0.87,6,1.2,22.2,24.8,7.5,Medium,Rain,0,Delivered,55,55.5
5880,275,236,10/7/2023 22:07,6,5,0.87,7,4.6,20.8,19.6,3.9,High,Clear,0,Cancelled,48,44.7
5881,44,168,10/30/2023 15:43,6,5,0.87,12,4,36.1,24.6,4.8,Medium,Clear,0,Delivered,70,69.7
5882,259,268,10/26/2023 11:32,7,2,0.75,12,1.5,27.2,12.5,5.7,Low,Clear,0,Delivered,58,49.1
5883,113,193,10/13/2023 6:39,7,5,0.87,20,3.2,30.7,16.8,8.5,Low,Clear,0,Cancelled,54,50.7
5884,227,242,10/18/2023 0:47,3,2,0.8,6,0.8,8.5,11.5,6.2,Low,Clear,0,Delivered,26,27.9
5885,65,162,10/25/2023 4:53,7,4,0.87,10,2.7,22.8,13.8,5.4,Medium,Clear,0,Delivered,44,39.9
5886,163,364,10/18/2023 7:38,5,4,0.9,13,4.6,46.7,27.3,9.6,Medium,Clear,0,Delivered,80,78.3
5887,164,339,10/16/2023 14:14,6,2,0.77,2,0.3,17.3,3.7,1.8,Low,Clear,1,Delivered,34,30
5888,166,279,10/17/2023 8:28,8,2,0.74,12,1,27,17.9,8.2,Low,Clear,0,Delivered,56,48.6
5889,39,455,10/13/2023 14:00,5,3,0.88,15,0.9,37.2,12.9,5.9,Low,Clear,1,Delivered,60,52.6
5890,153,135,10/15/2023 9:22,6,1,0.91,12,3.9,38.5,20.2,4.7,Medium,Rain,0,Delivered,56,61.7
5891,269,193,10/24/2023 6:33,2,1,0.96,27,3.8,25.7,20,11.2,Low,Clear,0,Delivered,49,51.6
5892,75,402,10/26/2023 20:12,5,5,0.77,13,5.7,34.6,47.6,9.6,Medium,Clear,1,Delivered,99,88.3
5893,257,392,10/23/2023 20:57,1,5,0.74,1,0.6,34.8,13.6,3.4,High,Clear,1,Delivered,61,58
5894,200,89,10/26/2023 15:46,5,2,0.99,11,1.4,22.3,17,8.2,Low,Clear,0,Delivered,47,41.5
5895,98,42,10/20/2023 21:32,8,2,0.71,25,3,43.6,24,10,Low,Clear,1,Delivered,80,77.3
5896,104,93,10/22/2023 22:35,2,1,0.82,8,1.4,35.9,34.9,11.9,Low,Clear,0,Delivered,79,80.3
5897,164,215,10/18/2023 21:26,4,5,0.85,18,2.9,18.5,27.7,8.7,Low,Clear,1,Delivered,49,52.2
5898,113,349,10/17/2023 22:24,8,1,0.91,22,7.1,21.6,24.8,8.6,Medium,Clear,0,Delivered,55,50.9
5899,103,1,10/18/2023 11:33,8,4,0.94,12,1.7,19.6,17.8,7.7,Low,Clear,0,Cancelled,43,40.5
5900,37,335,10/4/2023 19:06,4,1,0.87,0,0,36.6,3.7,1.4,Medium,Clear,1,Delivered,48,48.6
5901,106,399,10/18/2023 3:33,8,1,0.71,13,3.1,16.1,28.3,7.4,Medium,Clear,0,Delivered,52,53.2
5902,187,412,10/10/2023 16:17,1,2,1,22,5.2,20.5,22.7,9.9,Medium,Clear,0,Delivered,58,52.8
5903,21,164,10/17/2023 17:22,4,5,0.89,11,9.9,49.3,27.3,5.3,High,Clear,0,Delivered,80,85.8
5904,148,106,10/30/2023 13:15,7,4,0.95,13,5.5,20,26.9,7.5,Medium,Clear,1,Delivered,66,55.8
5905,129,232,10/7/2023 20:13,5,1,0.82,22,16.4,47.3,70.8,11.2,High,Clear,1,Delivered,137,126.6
5906,187,480,10/26/2023 8:49,2,1,0.72,3,1.4,17.8,14.1,2.9,Medium,Rain,0,Delivered,42,39.3
5907,284,46,10/29/2023 15:33,6,2,0.72,4,1.6,10,14.6,4.1,Medium,Clear,0,Delivered,26,27.8
5908,199,205,10/5/2023 6:04,1,3,0.93,5,2.1,30,7.3,2.2,Medium,Clear,0,Cancelled,37,40.2
5909,235,21,10/24/2023 15:39,4,5,0.76,7,1.8,38.3,23.8,6.5,Medium,Clear,0,Delivered,63,64.2
5910,108,177,10/21/2023 10:45,5,5,0.96,22,7.1,35,67.7,10.2,Medium,Heavy Rain,0,Delivered,122,105.2
5911,9,167,10/7/2023 14:36,6,5,0.78,5,1.5,42.3,18.1,5.8,Medium,Clear,1,Delivered,75,65.6
5912,226,294,10/16/2023 8:04,6,1,0.78,2,0.5,12.3,6,1.8,Medium,Clear,0,Delivered,24,22.5
5913,209,265,10/30/2023 5:01,5,1,0.73,3,1.2,7.9,12.3,3.9,Medium,Clear,0,Delivered,31,27.5
5914,245,276,10/2/2023 8:36,3,1,0.74,13,4,32.3,54.8,10.8,Medium,Clear,0,Delivered,107,89.7
5915,288,340,10/3/2023 3:40,3,3,0.74,6,1,26,29.4,7.1,Low,Heavy Rain,0,Delivered,59,61.2
5916,66,8,10/29/2023 5:45,7,1,0.71,32,3.5,14,39.9,11.1,Low,Clear,0,Delivered,69,61.5
5917,153,270,10/11/2023 14:18,2,5,0.77,5,2.8,53.3,78.1,10.2,High,Rain,1,Delivered,147,135
5918,191,318,10/9/2023 19:31,7,5,0.71,7,5.8,22.2,30.8,5.6,High,Clear,1,Delivered,70,58.8
5919,218,212,10/31/2023 9:45,7,2,0.91,16,1,11.2,14.9,8,Low,Clear,0,Delivered,25,27.7
5920,154,163,10/25/2023 7:25,1,3,0.88,22,2.7,30.1,19.8,8.3,Low,Clear,0,Delivered,56,59.6
5921,277,311,10/13/2023 22:37,4,4,0.75,27,12.1,32.1,45.3,9.2,High,Clear,0,Delivered,75,80.3
5922,82,45,10/28/2023 8:15,4,1,0.96,9,2.7,25.1,20.7,4.7,Medium,Clear,0,Delivered,52,54.4
5923,221,405,10/9/2023 11:26,5,4,0.79,11,1.5,13.2,9.1,4.2,Low,Clear,0,Delivered,32,28.4
5924,280,233,10/27/2023 11:30,4,1,0.86,24,3.2,34.2,22,8.5,Low,Clear,0,Delivered,56,58.1
5925,111,53,10/19/2023 4:06,7,3,0.94,18,4.8,10.6,30.9,10,Medium,Clear,0,Delivered,51,46.7
5926,92,233,10/16/2023 13:43,2,3,0.81,4,0.4,29,13.6,5.6,Low,Clear,1,Delivered,51,47.8
5927,12,438,10/9/2023 9:59,3,5,0.78,7,1.9,35.7,31.6,4.5,Medium,Rain,0,Delivered,75,72.5
5928,139,342,10/28/2023 11:09,5,3,0.96,17,6.7,10.5,35.1,10.1,Medium,Rain,0,Delivered,54,51.9
5929,155,171,10/10/2023 7:25,8,4,0.72,16,4.8,15.4,42.7,8.6,Medium,Clear,0,Delivered,68,66.3
5930,23,6,10/16/2023 22:41,1,4,0.9,6,0.5,29.6,12.5,4.8,Low,Clear,0,Delivered,57,48
5931,220,439,10/4/2023 14:47,5,3,0.95,14,11.9,18.7,40.9,6.8,High,Clear,1,Delivered,80,66.9
5932,237,44,10/9/2023 20:18,7,4,0.91,19,1.9,45.8,22.7,11.6,Low,Clear,1,Cancelled,71,71.2
5933,253,91,10/22/2023 21:45,4,1,0.81,17,5.2,12.1,81.9,9.2,Medium,Heavy Rain,1,Delivered,97,99.8
5934,183,196,10/6/2023 21:10,2,2,0.99,4,1.3,22.3,14.3,3.4,Medium,Rain,1,Delivered,37,38.5
5935,198,4,10/13/2023 18:44,7,5,0.74,6,0.9,29.8,17.2,4.2,Low,Clear,0,Delivered,59,55.7
5936,170,121,10/31/2023 10:38,1,2,0.91,8,2,23.9,10.6,3.9,Medium,Clear,0,Delivered,48,42.1
5937,123,63,10/11/2023 12:10,5,4,0.92,7,1.1,47.7,23.5,10.3,Low,Clear,1,Delivered,79,75.6
5938,34,92,10/11/2023 23:45,4,5,0.88,20,3.2,46,19.6,8.1,Medium,Clear,0,Delivered,82,68.2
5939,3,247,10/14/2023 15:13,5,2,0.85,17,2.5,13.7,23.5,11.3,Low,Clear,0,Delivered,52,44.4
5940,6,219,10/26/2023 12:28,1,2,0.99,5,1.1,30.6,8.4,2,Medium,Clear,1,Delivered,51,44.8
5941,102,442,10/13/2023 19:11,7,4,0.84,2,0.2,32.6,2.8,1.6,Low,Clear,1,Delivered,48,42
5942,192,438,10/18/2023 20:07,4,5,0.8,5,3.1,34.5,56.6,8.4,High,Clear,1,Delivered,112,98.3
5943,13,337,10/26/2023 12:23,3,5,0.85,6,1.6,33.3,12.9,3.9,Medium,Clear,1,Delivered,65,56
5944,36,231,10/26/2023 12:05,6,2,0.94,15,3.1,14.6,19.3,8.5,Medium,Clear,1,Delivered,42,43.2
5945,70,294,10/19/2023 23:42,1,5,0.75,19,4.1,41.2,32.8,9,Medium,Clear,0,Delivered,81,78.5
5946,289,188,10/8/2023 2:17,3,5,0.81,3,1.4,41.4,12.8,4.3,Medium,Clear,0,Delivered,55,57.6
5947,105,308,10/12/2023 20:30,3,1,0.87,19,2.8,23.5,33,11.5,Low,Clear,1,Delivered,63,58.9
5948,204,413,10/17/2023 6:16,4,4,0.95,13,5.1,27.5,37.6,9.5,High,Clear,0,Cancelled,66,66.7
5949,55,168,10/20/2023 13:50,5,4,0.82,13,5.4,18.8,28.2,5,Medium,Clear,1,Delivered,62,55.5
5950,107,455,10/22/2023 22:49,7,1,0.87,6,5.2,16.4,25.5,5.5,High,Clear,0,Delivered,57,51.1
